demand_id,subject_code,subject_name,course_section_code,class_group_id,session_type,periods_required_per_week,required_room_type,candidate_teacher_ids,candidate_teacher_count
D245,MAT3507,Cơ sở dữ liệu,MAT3507 3,K69A2,Thực hành,3.0,1,T035|T042|T061,3
D246,MAT3507,Cơ sở dữ liệu,MAT3507 4,K69A2,Thực hành,3.0,1,T035|T042|T061,3
D247,MAT3507,Cơ sở dữ liệu,MAT3507 5,K69A2,Thực hành,3.0,1,T035|T042|T061,3
D248,MAT3507,Cơ sở dữ liệu,MAT3507 6,K69A2,Thực hành,3.0,1,T035|T042|T061,3
D249,MAT3514,Cấu trúc dữ liệu và thuật toán,MAT3514 1,K69A5,Thực hành,3.0,1,T030|T037|T066,3
D250,MAT3514,Cấu trúc dữ liệu và thuật toán,"MAT3514 1,2,3,4",K69A5,Lý thuyết,3.0,0,T007,1
D251,MAT3514,Cấu trúc dữ liệu và thuật toán,MAT3514 2,K69A5,Thực hành,3.0,1,T030|T037|T066,3
D252,MAT3514,Cấu trúc dữ liệu và thuật toán,MAT3514 3,K69A5,Thực hành,3.0,1,T030|T037|T066,3
D253,MAT3514,Cấu trúc dữ liệu và thuật toán,MAT3514 4,K69A5,Thực hành,3.0,1,T030|T037|T066,3
D254,MAT3519,Ngôn ngữ lập trình thứ hai,MAT3519 1,K68A3|K68A4,Thực hành,2.0,1,T037|T038,2
D255,MAT3519,Ngôn ngữ lập trình thứ hai,"MAT3519 1,2,3",K68A3|K68A4,Lý thuyết,2.0,0,T037,1
D256,MAT3519,Ngôn ngữ lập trình thứ hai,MAT3519 2,K68A3|K68A4,Thực hành,2.0,1,T037|T038,2
D257,MAT3519,Ngôn ngữ lập trình thứ hai,MAT3519 3,K68A3|K68A4,Thực hành,2.0,1,T037|T038,2
D258,MAT3525,Thực hành tính toán,MAT3525,K68A2,Lý thuyết + Bài tập,3.0,0,T033,1
D259,MAT3533,Học máy,MAT3533 1,K68A2,Thực hành,2.0,1,T010|T035|T036|T047,4
D260,MAT3533,Học máy,"MAT3533 1,2,3",K68A2,Lý thuyết,2.0,0,T034|T047,2
D261,MAT3533,Học máy,MAT3533 2,K68A2,Thực hành,2.0,1,T010|T035|T036|T047,4
D262,MAT3533,Học máy,MAT3533 3,K68A2,Thực hành,2.0,1,T010|T035|T036|T047,4
D263,MAT3533,Học máy,MAT3533 4,K68A5,Thực hành,2.0,1,T010|T035|T036|T047,4
D264,MAT3533,Học máy,"MAT3533 4,5,6",K68A5,Lý thuyết,2.0,0,T034|T047,2
D265,MAT3533,Học máy,MAT3533 5,K68A5,Thực hành,2.0,1,T010|T035|T036|T047,4
D266,MAT3533,Học máy,MAT3533 6,K68A5,Thực hành,2.0,1,T010|T035|T036|T047,4
D267,MAT3534,Khai phá dữ liệu,MAT3534 1,K68A3|K68A4,Thực hành,2.0,1,T045|T046,2
D268,MAT3534,Khai phá dữ liệu,"MAT3534 1,2,3,4",K68A3|K68A4,Lý thuyết,2.0,0,T045,1
D269,MAT3534,Khai phá dữ liệu,MAT3534 2,K68A3|K68A4,Thực hành,2.0,1,T045|T046,2
D270,MAT3534,Khai phá dữ liệu,MAT3534 3,K68A3|K68A4,Thực hành,2.0,1,T045|T046,2
D271,MAT3534,Khai phá dữ liệu,MAT3534 4,K68A3|K68A4,Thực hành,2.0,1,T045|T046,2
D272,MAT3539,Mật mã và an toàn dữ liệu,MAT3539,K67A3|K67A4,Bài tập,2.0,0,T001,1
D273,MAT3539,Mật mã và an toàn dữ liệu,MAT3539,K67A3|K67A4,Lý thuyết,2.0,0,T001,1
D274,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 1,K68A3,Thực hành,2.0,1,T007|T041,2
D275,MAT3541E,Nguyên lý các ngôn ngữ lập trình,"MAT3541E 1,2,3",K68A3,Lý thuyết,2.0,0,T040,1
D276,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 2,K68A3,Thực hành,2.0,1,T007|T041,2
D277,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 3,K68A3,Thực hành,2.0,1,T007|T041,2
D278,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 4,K68A4,Thực hành,2.0,1,T007|T041,2
D279,MAT3541E,Nguyên lý các ngôn ngữ lập trình,"MAT3541E 4,5,6",K68A4,Lý thuyết,2.0,0,T040,1
D280,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 5,K68A4,Thực hành,2.0,1,T007|T041,2
D281,MAT3541E,Nguyên lý các ngôn ngữ lập trình,MAT3541E 6,K68A4,Thực hành,2.0,1,T007|T041,2
D282,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 1,K69A3,Thực hành,2.0,1,T035|T041|T042|T064,4
D283,MAT3550E,Nguyên lí hệ điều hành,"MAT3550E 1,2,3",K69A3,Lý thuyết,2.0,0,T064,1
D284,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 2,K69A3,Thực hành,2.0,1,T035|T041|T042|T064,4
D285,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 3,K69A3,Thực hành,2.0,1,T035|T041|T042|T064,4
D286,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 4,K69A3,Thực hành,2.0,1,T035|T041|T042|T064,4
D287,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 4,K69A4,Thực hành,2.0,1,T035|T041|T042|T064,4
D288,MAT3550E,Nguyên lí hệ điều hành,"MAT3550E 4,5,6",K69A4,Lý thuyết,2.0,0,T064,1
D289,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 5,K69A4,Thực hành,2.0,1,T035|T041|T042|T064,4
D290,MAT3550E,Nguyên lí hệ điều hành,MAT3550E 6,K69A4,Thực hành,2.0,1,T035|T041|T042|T064,4
D291,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 1,K68A3,Thực hành,2.0,1,T028|T029|T030,3
D292,MAT3552E,Thiết kế và đánh giá thuật toán,"MAT3552E 1,2,3",K68A3,Lý thuyết,2.0,0,T028,1
D293,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 2,K68A3,Thực hành,2.0,1,T028|T029|T030,3
D294,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 3,K68A3,Thực hành,2.0,1,T028|T029|T030,3
D295,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 4,K68A4,Thực hành,2.0,1,T028|T029|T030,3
D296,MAT3552E,Thiết kế và đánh giá thuật toán,"MAT3552E 4,5,6",K68A4,Lý thuyết,2.0,0,T028,1
D297,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 5,K68A4,Thực hành,2.0,1,T028|T029|T030,3
D298,MAT3552E,Thiết kế và đánh giá thuật toán,MAT3552E 6,K68A4,Thực hành,2.0,1,T028|T029|T030,3
D299,MAT3557,Môi trường lập trình Linux,MAT3557 1,K70A5,Thực hành,2.0,1,T010|T082,2
D300,MAT3557,Môi trường lập trình Linux,"MAT3557 1,2,3,4",K70A5,Lý thuyết,2.0,0,T010,1
D301,MAT3557,Môi trường lập trình Linux,MAT3557 2,K70A5,Thực hành,2.0,1,T010|T082,2
D302,MAT3557,Môi trường lập trình Linux,MAT3557 3,K70A5,Thực hành,2.0,1,T010|T082,2
D303,MAT3557,Môi trường lập trình Linux,MAT3557 4,K70A5,Thực hành,2.0,1,T010|T082,2
D304,MAT3562E,Thị giác máy tính,MAT3562E 1,K68A3|K68A4,Thực hành,2.0,1,T034|T042,2
D305,MAT3562E,Thị giác máy tính,"MAT3562E 1,2,3",K68A3|K68A4,Lý thuyết,2.0,0,T034,1
D306,MAT3562E,Thị giác máy tính,MAT3562E 2,K68A3|K68A4,Thực hành,2.0,1,T034|T042,2
D307,MAT3562E,Thị giác máy tính,MAT3562E 3,K68A3|K68A4,Thực hành,2.0,1,T034|T042,2
D308,MAT4071,Một số vấn đề chọn lọc trong Toán học,MAT4071,K67A1T,Lý thuyết,3.0,0,T001,1
D309,MAT4072,Một số vấn đề chọn lọc trong tính toán khoa học,MAT4072,K67A1T|K67A2,Bài tập,3.0,0,T005,1
D310,MAT4072,Một số vấn đề chọn lọc trong tính toán khoa học,MAT4072,K67A1T|K67A2,Lý thuyết,2.0,0,T005,1
